电话,注册时间,是否微信
166424941407,2012/4/13,否
166428539526,2012/4/13,是
166434231730,2012/4/13,是
166437619540,2012/4/13,是
166450363653,2012/4/13,是
166450363654,2012/4/13,否
166450363659,2012/4/13,否
166450363672,2012/4/13,是
166450363697,2012/4/13,是
166450363701,2012/4/13,是
166450363729,2012/4/13,否
166450363752,2012/4/13,否
166450363765,2012/4/13,是
166450363771,2012/4/13,否
166450363776,2012/4/13,否
166450363800,2012/4/13,是
166450363857,2012/4/13,是
166450363889,2012/4/13,否
166450363896,2012/4/13,否
166450363897,2012/4/13,是
166450363901,2012/4/13,否
166450363919,2012/4/13,是
166450363920,2012/4/13,否
166450364016,2012/4/13,是
166450364024,2012/4/13,否
166450364033,2012/4/13,否
166450364034,2012/4/13,否
166450364090,2012/4/13,否
166450364105,2012/4/13,否
166450364118,2012/4/13,是
166450364143,2012/4/13,否
166450364172,2012/4/13,是
166450364175,2012/4/13,是
166450364179,2012/4/13,是
166450364233,2012/4/13,否
166450364248,2012/4/13,否
166450364274,2012/4/13,是
166450364277,2012/4/13,否
166450364280,2012/4/13,否
166450364286,2012/4/13,是
166450364294,2012/4/13,否
166480677681,2012/4/13,否
166500050743,2012/4/13,是
166510240863,2012/4/13,是
166510990738,2012/4/13,是
166528130240,2012/4/13,否
166528672386,2012/4/13,否
166528868820,2012/4/13,否
166538689727,2012/4/13,否
166538766637,2012/4/13,否
166554025457,2012/4/13,否
166556794131,2012/4/13,是
166643054027,2012/4/13,否
166652727570,2012/4/13,是
166695116820,2012/4/13,是
166712545288,2012/4/13,是
166712938213,2012/4/13,是
166713140336,2012/4/13,否
166713160867,2012/4/13,是
166713216760,2012/4/13,是
166728559193,2012/4/13,是
166790250257,2012/4/13,是
166827416607,2012/4/13,否
166925708731,2012/4/13,是
166015367041,2012/4/13,是
166017188966,2012/4/13,否
166118409786,2012/4/13,否
166118429770,2012/4/13,否
166816969525,2012/4/13,是
166816970551,2012/4/13,否
166816972525,2012/4/13,是
166816973682,2012/4/13,否
166817851393,2012/4/13,否
166818355652,2012/4/13,是
166818365103,2012/4/13,是
166818379634,2012/4/13,否
166818437373,2012/4/13,否
166818462353,2012/4/13,否
166818561589,2012/4/13,否
166920807238,2012/4/13,否
166999934202,2012/4/13,是
166412516342,2012/4/14,否
166414524170,2012/4/14,否
166422098956,2012/4/14,否
166423556595,2012/4/14,是
166423560844,2012/4/14,否
166431277215,2012/4/14,否
166431400272,2012/4/14,否
166431478467,2012/4/14,否
166450364297,2012/4/14,是
166450364349,2012/4/14,是
166450364369,2012/4/14,否
166450364371,2012/4/14,否
166450364382,2012/4/14,否
166450364387,2012/4/14,否
166450364397,2012/4/14,是
166450364403,2012/4/14,是
166450364407,2012/4/14,是
166450364421,2012/4/14,否
166450364431,2012/4/14,是
166450364434,2012/4/14,否
166450364439,2012/4/14,是
166450364509,2012/4/14,否
166450364523,2012/4/14,是
166450364539,2012/4/14,否
166450364544,2012/4/14,否
166450364545,2012/4/14,否
166450364590,2012/4/14,否
166450364600,2012/4/14,是
166450364606,2012/4/14,是
166450364631,2012/4/14,否
166450364648,2012/4/14,否
166450364653,2012/4/14,否
166450364665,2012/4/14,是
166450364670,2012/4/14,是
166450364680,2012/4/14,否
166450364696,2012/4/14,是
166450364703,2012/4/14,否
166450364712,2012/4/14,否
166450364718,2012/4/14,否
166450364724,2012/4/14,否
166450364725,2012/4/14,是
166450364762,2012/4/14,否
166450364765,2012/4/14,是
166450364794,2012/4/14,是
166450364795,2012/4/14,是
166450364834,2012/4/14,否
166450364850,2012/4/14,否
166450364863,2012/4/14,否
166480133736,2012/4/14,是
166480942250,2012/4/14,否
166480963918,2012/4/14,否
166510291803,2012/4/14,否
166530117768,2012/4/14,是
166532589542,2012/4/14,是
166538628149,2012/4/14,否
166538830791,2012/4/14,否
166539171567,2012/4/14,否
166549429544,2012/4/14,否
166549473384,2012/4/14,是
166556795922,2012/4/14,否
166556805690,2012/4/14,否
166559918519,2012/4/14,是
166559924281,2012/4/14,否
166561017387,2012/4/14,是
166580916572,2012/4/14,是
166652627970,2012/4/14,否
166652768933,2012/4/14,否
166686378031,2012/4/14,否
166689083736,2012/4/14,是
166712094106,2012/4/14,否
166712658881,2012/4/14,否
166712839406,2012/4/14,否
166713050943,2012/4/14,否
166723660956,2012/4/14,是
166725953111,2012/4/14,是
166728487411,2012/4/14,否
166751528525,2012/4/14,是
166751634770,2012/4/14,否
166790317573,2012/4/14,否
166802538259,2012/4/14,是
166925643048,2012/4/14,否
166925686197,2012/4/14,否
166015322020,2012/4/14,是
166814307679,2012/4/14,否
166816970212,2012/4/14,否
166816970269,2012/4/14,是
166816970745,2012/4/14,否
166816971093,2012/4/14,否
166816971372,2012/4/14,否
166818507273,2012/4/14,否
166818526025,2012/4/14,是
166818587377,2012/4/14,是
166918502967,2012/4/14,是
166412290721,2012/4/15,否
166418425960,2012/4/15,否
166423196177,2012/4/15,是
166423353036,2012/4/15,否
166423383224,2012/4/15,否
166433148060,2012/4/15,否
166450364878,2012/4/15,是
166450364883,2012/4/15,是
166450364924,2012/4/15,是
166450365006,2012/4/15,否
166450365037,2012/4/15,是
166450365114,2012/4/15,是
166450365120,2012/4/15,是
166450365123,2012/4/15,是
166450365135,2012/4/15,否
166450365182,2012/4/15,否
166450365268,2012/4/15,是
166450365291,2012/4/15,是
166450365296,2012/4/15,否
166450365301,2012/4/15,是
166450365325,2012/4/15,是
166450365342,2012/4/15,是
166450365359,2012/4/15,否
166450365370,2012/4/15,是
166450365372,2012/4/15,是
166450365474,2012/4/15,是
166450365562,2012/4/15,是
166450365610,2012/4/15,否
166450365656,2012/4/15,是
166450365665,2012/4/15,是
166450365715,2012/4/15,否
166450365716,2012/4/15,否
166450365719,2012/4/15,是
166450365728,2012/4/15,是
166450365778,2012/4/15,是
166450365811,2012/4/15,是
166450365830,2012/4/15,否
166450365832,2012/4/15,是
166450365837,2012/4/15,否
166450365880,2012/4/15,是
166480194814,2012/4/15,否
166528722430,2012/4/15,否
166530029159,2012/4/15,是
166533034023,2012/4/15,是
166539141594,2012/4/15,否
166549496926,2012/4/15,是
166553968123,2012/4/15,否
166581127175,2012/4/15,否
166592903302,2012/4/15,是
166612797961,2012/4/15,否
166612819435,2012/4/15,否
166662998987,2012/4/15,是
166686354414,2012/4/15,是
166717525885,2012/4/15,是
166725910813,2012/4/15,是
166728449373,2012/4/15,是
166728472627,2012/4/15,否
166728516176,2012/4/15,否
166730069816,2012/4/15,是
166730091366,2012/4/15,否
166751618981,2012/4/15,否
166790610793,2012/4/15,否
166790743912,2012/4/15,否
166827385245,2012/4/15,否
166923048804,2012/4/15,是
166017302336,2012/4/15,否
166024218913,2012/4/15,是
166816969839,2012/4/15,是
166816971438,2012/4/15,否
166818359681,2012/4/15,否
166818376869,2012/4/15,是
166818445939,2012/4/15,是
166818504995,2012/4/15,是
166818507102,2012/4/15,是
166821019906,2012/4/15,是
166899745215,2012/4/15,是
166920397771,2012/4/15,否
166999860105,2012/4/15,否
166999998313,2012/4/15,是
166413062501,2012/4/16,是
166416828481,2012/4/16,否
166416845453,2012/4/16,是
166424903815,2012/4/16,否
166428010833,2012/4/16,是
166450365897,2012/4/16,是
166450365904,2012/4/16,否
166450365915,2012/4/16,是
166450365997,2012/4/16,是
166450366003,2012/4/16,是
166450366007,2012/4/16,是
166450366027,2012/4/16,否
166450366038,2012/4/16,否
166450366061,2012/4/16,是
166450366114,2012/4/16,否
166450366183,2012/4/16,是
166450366212,2012/4/16,是
166450366257,2012/4/16,否
166450366262,2012/4/16,否
166450366270,2012/4/16,否
166450366280,2012/4/16,是
166450366310,2012/4/16,否
166450366324,2012/4/16,否
166450366391,2012/4/16,否
166450366442,2012/4/16,否
166450366451,2012/4/16,是
166450366464,2012/4/16,是
166450366494,2012/4/16,是
166450366521,2012/4/16,是
166450366541,2012/4/16,是
166450366551,2012/4/16,否
166450366604,2012/4/16,是
166450366606,2012/4/16,否
166450366634,2012/4/16,否
166450366644,2012/4/16,否
166450366646,2012/4/16,否
166450366649,2012/4/16,是
166450366674,2012/4/16,否
166450366702,2012/4/16,否
166450366709,2012/4/16,否
166450366726,2012/4/16,是
166450366738,2012/4/16,是
166450366750,2012/4/16,是
166450366760,2012/4/16,是
166450366774,2012/4/16,否
166480962842,2012/4/16,否
166509168159,2012/4/16,是
166510121177,2012/4/16,否
166510568803,2012/4/16,是
166528129837,2012/4/16,是
166530420243,2012/4/16,是
166537484760,2012/4/16,是
166538587716,2012/4/16,否
166544996534,2012/4/16,否
166549532327,2012/4/16,是
166549545648,2012/4/16,是
166600427178,2012/4/16,是
166622798931,2012/4/16,否
166631881552,2012/4/16,是
166650224292,2012/4/16,是
166686785906,2012/4/16,是
166695116788,2012/4/16,否
166712536395,2012/4/16,否
166712727281,2012/4/16,是
166713451419,2012/4/16,否
166713452596,2012/4/16,否
166717447940,2012/4/16,是
166724729300,2012/4/16,是
166728419874,2012/4/16,否
166751546262,2012/4/16,是
166790386588,2012/4/16,否
166790483247,2012/4/16,是
166794980062,2012/4/16,否
166798848234,2012/4/16,否
166829349474,2012/4/16,否
166829369904,2012/4/16,是
166923115830,2012/4/16,是
166923124871,2012/4/16,是
166925638856,2012/4/16,否
166925685167,2012/4/16,是
166015529793,2012/4/16,是
166814417883,2012/4/16,否
166816969954,2012/4/16,是
166816970750,2012/4/16,否
166816972063,2012/4/16,否
166816975898,2012/4/16,是
166818367233,2012/4/16,是
166818433352,2012/4/16,是
166818510277,2012/4/16,是
166821119233,2012/4/16,否
166913881535,2012/4/16,否
166916856118,2012/4/16,是
166918449726,2012/4/16,是
166920423331,2012/4/16,是
166920437741,2012/4/16,否
166999852068,2012/4/16,否
166999873268,2012/4/16,是
166999877049,2012/4/16,是
166412195220,2012/4/17,否
166413036616,2012/4/17,是
166414412464,2012/4/17,否
166414575119,2012/4/17,是
166416785226,2012/4/17,否
166418379501,2012/4/17,是
166431261979,2012/4/17,是
166431664250,2012/4/17,否
166450366775,2012/4/17,否
166450366782,2012/4/17,否
166450366790,2012/4/17,是
166450366900,2012/4/17,否
166450366901,2012/4/17,否
166450366950,2012/4/17,是
166450366970,2012/4/17,否
166450366975,2012/4/17,是
166450366976,2012/4/17,否
166450366977,2012/4/17,否
166450366982,2012/4/17,是
166450366984,2012/4/17,否
166450366992,2012/4/17,是
166450367014,2012/4/17,否
166450367180,2012/4/17,是
166450367197,2012/4/17,否
166450367220,2012/4/17,是
166450367235,2012/4/17,否
166450367248,2012/4/17,否
166450367320,2012/4/17,否
166450367383,2012/4/17,是
166450367409,2012/4/17,否
166450367433,2012/4/17,否
166450367449,2012/4/17,是
166450367557,2012/4/17,否
166450367574,2012/4/17,否
166450367590,2012/4/17,是
166450367655,2012/4/17,否
166450367697,2012/4/17,是
166450367707,2012/4/17,是
166450367749,2012/4/17,是
166450367795,2012/4/17,是
166450367825,2012/4/17,否
166450367881,2012/4/17,是
166450367988,2012/4/17,否
166450368002,2012/4/17,否
166450368005,2012/4/17,否
166450368015,2012/4/17,否
166450368020,2012/4/17,否
166480198740,2012/4/17,否
166480633880,2012/4/17,是
166509948704,2012/4/17,是
166510214709,2012/4/17,否
166510227968,2012/4/17,否
166510567589,2012/4/17,否
166530572457,2012/4/17,是
166533040246,2012/4/17,是
166534161211,2012/4/17,是
166537292414,2012/4/17,是
166537515906,2012/4/17,否
166538469807,2012/4/17,否
166538700702,2012/4/17,是
166561018887,2012/4/17,是
166580904804,2012/4/17,否
166686377882,2012/4/17,否
166712342227,2012/4/17,否
166713156725,2012/4/17,是
166724603221,2012/4/17,是
166726588581,2012/4/17,否
166728504304,2012/4/17,否
166751370623,2012/4/17,是
166751596370,2012/4/17,否
166751623405,2012/4/17,是
166798980291,2012/4/17,是
166829304613,2012/4/17,否
166890124604,2012/4/17,否
166923053752,2012/4/17,否
166925687143,2012/4/17,否
166925923562,2012/4/17,否
166929631915,2012/4/17,否
166015005411,2012/4/17,否
166015571235,2012/4/17,是
166016913698,2012/4/17,否
166019203109,2012/4/17,否
166020095876,2012/4/17,是
166024198178,2012/4/17,否
166024319166,2012/4/17,是
166814270024,2012/4/17,否
166816969520,2012/4/17,是
166816976140,2012/4/17,否
166818461105,2012/4/17,是
166876550482,2012/4/17,否
166920341384,2012/4/17,否
166999848351,2012/4/17,是
166999877758,2012/4/17,否
166412612216,2012/4/18,否
166417109745,2012/4/18,否
166423626411,2012/4/18,是
166427981130,2012/4/18,否
166428541201,2012/4/18,是
166450368067,2012/4/18,是
166450368125,2012/4/18,是
166450368194,2012/4/18,否
166450368197,2012/4/18,是
166450368225,2012/4/18,否
166450368236,2012/4/18,否
166450368252,2012/4/18,否
166450368317,2012/4/18,是
166450368332,2012/4/18,是
166450368345,2012/4/18,是
166450368357,2012/4/18,是
166450368361,2012/4/18,否
166450368381,2012/4/18,否
166450368401,2012/4/18,是
166450368417,2012/4/18,否
166450368447,2012/4/18,否
166450368479,2012/4/18,否
166450368488,2012/4/18,否
166450368489,2012/4/18,是
166450368508,2012/4/18,否
166510786506,2012/4/18,否
166530781592,2012/4/18,否
166530863261,2012/4/18,是
166559899928,2012/4/18,是
166592884527,2012/4/18,否
166612800305,2012/4/18,否
166612891712,2012/4/18,是
166631888032,2012/4/18,是
166686344253,2012/4/18,是
166712862356,2012/4/18,是
166728417453,2012/4/18,是
166751407229,2012/4/18,否
166790651644,2012/4/18,否
166798877831,2012/4/18,否
166015004355,2012/4/18,否
166099855198,2012/4/18,否
166118437633,2012/4/18,是
166816969467,2012/4/18,是
166816973153,2012/4/18,否
166816973493,2012/4/18,否
166818354298,2012/4/18,否
166818599463,2012/4/18,是
166876621570,2012/4/18,否
166916967405,2012/4/18,是
166412184897,2012/4/19,否
166414578957,2012/4/19,否
166431484196,2012/4/19,否
166433837667,2012/4/19,否
166450368514,2012/4/19,是
166450368541,2012/4/19,是
166450368569,2012/4/19,否
166450368582,2012/4/19,是
166450368590,2012/4/19,否
166450368598,2012/4/19,否
166450368604,2012/4/19,否
166450368606,2012/4/19,是
166450368610,2012/4/19,是
166450368614,2012/4/19,否
166450368623,2012/4/19,否
166450368640,2012/4/19,否
166450368644,2012/4/19,是
166450368677,2012/4/19,是
166450368732,2012/4/19,是
166450368770,2012/4/19,否
166450368794,2012/4/19,是
166450368821,2012/4/19,是
166450368825,2012/4/19,否
166450368894,2012/4/19,否
166450368901,2012/4/19,否
166450368922,2012/4/19,是
166450369019,2012/4/19,否
166450369020,2012/4/19,是
166450369043,2012/4/19,否
166450369052,2012/4/19,否
166450369072,2012/4/19,否
166450369154,2012/4/19,是
166450369164,2012/4/19,否
166450369196,2012/4/19,否
166450369219,2012/4/19,是
166450369246,2012/4/19,否
166450369262,2012/4/19,是
166450369280,2012/4/19,否
166450369284,2012/4/19,否
166450369295,2012/4/19,否
166450369317,2012/4/19,是
166450369318,2012/4/19,是
166480891090,2012/4/19,是
166509151997,2012/4/19,否
166510778554,2012/4/19,是
166528796926,2012/4/19,否
166532495651,2012/4/19,是
166532745033,2012/4/19,是
166532930872,2012/4/19,是
166537211319,2012/4/19,否
166560945071,2012/4/19,否
166560951404,2012/4/19,否
166580923660,2012/4/19,是
166581006731,2012/4/19,是
166592889496,2012/4/19,否
166602536704,2012/4/19,否
166612863541,2012/4/19,否
166652601634,2012/4/19,是
166670012419,2012/4/19,否
166686200245,2012/4/19,否
166686772043,2012/4/19,是
166712972380,2012/4/19,是
166723672455,2012/4/19,否
166751605852,2012/4/19,是
166751631012,2012/4/19,是
166763331222,2012/4/19,否
166790667752,2012/4/19,否
166794939655,2012/4/19,否
166829435515,2012/4/19,否
166015410378,2012/4/19,否
166016998236,2012/4/19,是
166099921405,2012/4/19,否
166813036683,2012/4/19,否
166814430611,2012/4/19,是
166816971685,2012/4/19,否
166816975455,2012/4/19,是
166817798555,2012/4/19,是
166818537168,2012/4/19,否
166877040415,2012/4/19,否
166877119085,2012/4/19,否
166917070784,2012/4/19,是
166999860029,2012/4/19,是
166999865736,2012/4/19,否
166999877829,2012/4/19,否
166999964227,2012/4/19,否
166999980926,2012/4/19,是
166000006521,2012/4/19,是
166412155548,2012/4/20,否
166412978699,2012/4/20,否
166414507272,2012/4/20,否
166422119831,2012/4/20,否
166431422495,2012/4/20,否
166450369319,2012/4/20,是
166450369326,2012/4/20,否
166450369329,2012/4/20,否
166450369344,2012/4/20,否
166450369351,2012/4/20,否
166450369379,2012/4/20,是
166450369386,2012/4/20,否
166450369393,2012/4/20,否
166450369399,2012/4/20,是
166450369407,2012/4/20,否
166450369410,2012/4/20,否
166450369435,2012/4/20,是
166450369454,2012/4/20,是
166450369455,2012/4/20,是
166450369464,2012/4/20,是
166450369469,2012/4/20,是
166450369490,2012/4/20,否
166450369503,2012/4/20,是
166450369557,2012/4/20,否
166450369564,2012/4/20,否
166450369571,2012/4/20,否
166450369578,2012/4/20,否
166450369584,2012/4/20,是
166450369612,2012/4/20,否
166450369629,2012/4/20,是
166450369639,2012/4/20,否
166450369721,2012/4/20,是
166450369729,2012/4/20,否
166450369750,2012/4/20,是
166450369838,2012/4/20,否
166450369841,2012/4/20,否
166450369885,2012/4/20,否
166450369897,2012/4/20,是
166450369934,2012/4/20,否
166450369940,2012/4/20,是
166450369991,2012/4/20,是
166450370018,2012/4/20,是
166480170613,2012/4/20,是
166480190824,2012/4/20,是
166510526315,2012/4/20,是
166510720096,2012/4/20,是
166532890687,2012/4/20,否
166537509824,2012/4/20,是
166538617411,2012/4/20,是
166544877218,2012/4/20,是
166547045082,2012/4/20,否
166549453349,2012/4/20,是
166549457835,2012/4/20,是
166549485013,2012/4/20,是
166556937744,2012/4/20,否
166560945677,2012/4/20,否
166643100541,2012/4/20,是
166663081796,2012/4/20,是
166663129580,2012/4/20,否
166686381877,2012/4/20,是
166712208824,2012/4/20,否
166712401460,2012/4/20,否
166712661421,2012/4/20,否
166712850342,2012/4/20,是
166713235340,2012/4/20,否
166713467623,2012/4/20,否
166723660768,2012/4/20,是
166724556994,2012/4/20,是
166728479772,2012/4/20,否
166730059373,2012/4/20,否
166751564294,2012/4/20,否
166751620394,2012/4/20,否
166751623777,2012/4/20,否
166790271342,2012/4/20,否
166790566460,2012/4/20,是
166017237627,2012/4/20,是
166020091913,2012/4/20,是
166816969234,2012/4/20,是
166816969770,2012/4/20,否
166816971351,2012/4/20,是
166816972494,2012/4/20,否
166816975470,2012/4/20,否
166818374963,2012/4/20,否
166818385704,2012/4/20,否
166818525466,2012/4/20,是
166920814756,2012/4/20,否
166999873152,2012/4/20,是
166412481925,2012/4/21,否
166412964727,2012/4/21,否
166416764293,2012/4/21,否
166423520766,2012/4/21,否
166450370064,2012/4/21,是
166450370112,2012/4/21,是
166450370120,2012/4/21,否
166450370143,2012/4/21,否
166450370145,2012/4/21,否
166450370172,2012/4/21,否
166450370214,2012/4/21,否
166450370218,2012/4/21,是
166450370316,2012/4/21,是
166450370352,2012/4/21,否
166450370372,2012/4/21,否
166450370455,2012/4/21,是
166450370464,2012/4/21,是
166450370475,2012/4/21,否
166450370491,2012/4/21,否
166450370517,2012/4/21,否
166450370564,2012/4/21,否
166450370582,2012/4/21,否
166450370665,2012/4/21,是
166450370699,2012/4/21,否
166450370701,2012/4/21,是
166450370744,2012/4/21,是
166450370773,2012/4/21,否
166450370818,2012/4/21,否
166450370833,2012/4/21,否
166450370840,2012/4/21,否
166450370861,2012/4/21,是
166450370884,2012/4/21,是
166450370906,2012/4/21,是
166450370945,2012/4/21,是
166480733465,2012/4/21,是
166480812601,2012/4/21,是
166510100236,2012/4/21,否
166510191982,2012/4/21,是
166510407830,2012/4/21,是
166510822092,2012/4/21,否
166528822306,2012/4/21,否
166528836575,2012/4/21,是
166544752491,2012/4/21,否
166545027767,2012/4/21,否
166556758146,2012/4/21,是
166556814396,2012/4/21,是
166686208747,2012/4/21,否
166695128634,2012/4/21,否
166712729527,2012/4/21,是
166713146722,2012/4/21,是
166728412727,2012/4/21,否
166728529984,2012/4/21,否
166751610982,2012/4/21,是
166827344226,2012/4/21,是
166925861805,2012/4/21,是
166925912171,2012/4/21,否
166014998652,2012/4/21,否
166015312374,2012/4/21,否
166015413202,2012/4/21,是
166099911008,2012/4/21,是
166099929858,2012/4/21,否
166118381313,2012/4/21,否
166813036955,2012/4/21,否
166816970740,2012/4/21,是
166818342310,2012/4/21,否
166818356624,2012/4/21,是
166818407572,2012/4/21,否
166818508167,2012/4/21,是
166818523722,2012/4/21,否
166818581440,2012/4/21,是
166876606898,2012/4/21,否
166899766971,2012/4/21,否
166918508459,2012/4/21,是
166920423100,2012/4/21,否
166920769313,2012/4/21,否
166920838520,2012/4/21,是
166999866065,2012/4/21,是
166412515382,2012/4/22,否
166412988868,2012/4/22,否
166414353344,2012/4/22,否
166417108055,2012/4/22,是
166418372756,2012/4/22,否
166422074908,2012/4/22,否
166427952376,2012/4/22,是
166431558282,2012/4/22,是
166431560185,2012/4/22,是
166431562476,2012/4/22,否
166431673958,2012/4/22,是
166433183591,2012/4/22,否
166433802230,2012/4/22,是
166437506151,2012/4/22,是
166450370955,2012/4/22,否
166450370985,2012/4/22,否
166450370990,2012/4/22,是
166450371002,2012/4/22,否
166450371030,2012/4/22,是
166450371113,2012/4/22,否
166450371130,2012/4/22,是
166450371170,2012/4/22,是
166450371180,2012/4/22,否
166450371183,2012/4/22,否
166450371225,2012/4/22,是
166450371242,2012/4/22,是
166450371259,2012/4/22,是
166450371261,2012/4/22,否
166450371314,2012/4/22,否
166450371322,2012/4/22,是
166450371329,2012/4/22,否
166450371389,2012/4/22,否
166450371484,2012/4/22,否
166450371520,2012/4/22,否
166450371545,2012/4/22,否
166450371546,2012/4/22,否
166450371553,2012/4/22,否
166450371566,2012/4/22,是
166450371573,2012/4/22,是
166450371607,2012/4/22,否
166450371612,2012/4/22,是
166450371619,2012/4/22,否
166450371625,2012/4/22,否
166450371631,2012/4/22,否
166450371639,2012/4/22,否
166450371683,2012/4/22,是
166450371789,2012/4/22,是
166450371791,2012/4/22,否
166450371802,2012/4/22,否
166450371850,2012/4/22,否
166450371861,2012/4/22,否
166450371872,2012/4/22,否
166450371961,2012/4/22,否
166450372064,2012/4/22,否
166450372161,2012/4/22,是
166450372175,2012/4/22,否
166450372177,2012/4/22,是
166450372205,2012/4/22,否
166450372238,2012/4/22,是
166450372276,2012/4/22,否
166450372314,2012/4/22,是
166480850776,2012/4/22,是
166509617739,2012/4/22,否
166510676311,2012/4/22,否
166528712478,2012/4/22,是
166532622281,2012/4/22,是
166533028577,2012/4/22,是
166538553830,2012/4/22,是
166547138486,2012/4/22,否
166549529755,2012/4/22,是
166556827098,2012/4/22,是
166556848665,2012/4/22,否
166581068114,2012/4/22,否
166652722853,2012/4/22,否
166652815154,2012/4/22,否
166662944625,2012/4/22,否
166686769996,2012/4/22,是
166689040395,2012/4/22,是
166689084605,2012/4/22,是
166712048666,2012/4/22,是
166712972990,2012/4/22,否
166713054809,2012/4/22,是
166713107796,2012/4/22,是
166713216424,2012/4/22,是
166713456350,2012/4/22,否
166713503650,2012/4/22,否
166717451570,2012/4/22,是
166728442188,2012/4/22,否
166751560590,2012/4/22,是
166751628410,2012/4/22,否
166790579807,2012/4/22,否
166790660471,2012/4/22,否
166798945759,2012/4/22,是
166827355194,2012/4/22,否
166829256365,2012/4/22,是
166925732831,2012/4/22,是
166925838630,2012/4/22,否
166015406416,2012/4/22,否
166015416673,2012/4/22,否
166015515228,2012/4/22,否
166099917576,2012/4/22,否
166118500308,2012/4/22,否
166817910972,2012/4/22,否
166818341422,2012/4/22,是
166818497977,2012/4/22,否
166818516152,2012/4/22,否
166818539500,2012/4/22,否
166821031292,2012/4/22,否
166876593643,2012/4/22,否
166899834412,2012/4/22,否
166917020722,2012/4/22,否
166920433206,2012/4/22,否
166412291128,2012/4/23,是
166412975361,2012/4/23,是
166412979000,2012/4/23,是
166418516658,2012/4/23,否
166423583252,2012/4/23,否
166427967387,2012/4/23,否
166427984121,2012/4/23,是
166431558189,2012/4/23,否
166434731025,2012/4/23,否
166450372348,2012/4/23,否
166450372350,2012/4/23,否
166450372370,2012/4/23,否
166450372390,2012/4/23,否
166450372422,2012/4/23,否
166450372429,2012/4/23,否
166450372486,2012/4/23,否
166450372489,2012/4/23,否
166450372543,2012/4/23,否
166450372568,2012/4/23,是
166450372582,2012/4/23,是
166450372585,2012/4/23,否
166450372587,2012/4/23,是
166450372630,2012/4/23,否
166450372636,2012/4/23,否
166450372686,2012/4/23,否
166450372716,2012/4/23,否
166450372830,2012/4/23,是
166450372834,2012/4/23,否
166450372848,2012/4/23,是
166450372866,2012/4/23,否
166450372880,2012/4/23,否
166450372926,2012/4/23,是
166450372978,2012/4/23,是
166450373020,2012/4/23,否
166450373063,2012/4/23,是
166450373080,2012/4/23,否
166450373094,2012/4/23,是
166450373096,2012/4/23,是
166450373238,2012/4/23,否
166450373300,2012/4/23,是
166450373307,2012/4/23,否
166450373330,2012/4/23,否
166450373339,2012/4/23,否
166450373359,2012/4/23,否
166450373361,2012/4/23,是
166450373369,2012/4/23,是
166450373375,2012/4/23,否
166450373393,2012/4/23,否
166450373464,2012/4/23,是
166480635408,2012/4/23,是
166480682028,2012/4/23,否
166501562904,2012/4/23,是
166510286321,2012/4/23,是
166510770622,2012/4/23,是
166510773081,2012/4/23,是
166510788186,2012/4/23,是
166532674622,2012/4/23,是
166537209427,2012/4/23,是
166538838538,2012/4/23,是
166544742252,2012/4/23,否
166544920856,2012/4/23,是
166560989709,2012/4/23,是
166580895576,2012/4/23,是
166592931610,2012/4/23,否
166602518629,2012/4/23,否
166609802126,2012/4/23,否
166612904260,2012/4/23,否
166612913204,2012/4/23,是
166622783284,2012/4/23,否
166643012505,2012/4/23,是
166650030231,2012/4/23,否
166652698707,2012/4/23,是
166686379882,2012/4/23,是
166712559019,2012/4/23,是
166712723751,2012/4/23,是
166713602841,2012/4/23,是
166751540695,2012/4/23,是
166790438633,2012/4/23,否
166790587712,2012/4/23,否
166790672059,2012/4/23,是
166790767547,2012/4/23,是
166799056726,2012/4/23,否
166926038535,2012/4/23,是
166927016992,2012/4/23,是
166014985131,2012/4/23,否
166015542225,2012/4/23,否
166017185415,2012/4/23,否
166816969176,2012/4/23,否
166816970155,2012/4/23,否
166816970229,2012/4/23,否
166816976090,2012/4/23,否
166818355922,2012/4/23,否
166818356092,2012/4/23,否
166818522572,2012/4/23,否
166818579651,2012/4/23,是
166920377000,2012/4/23,是
166920837327,2012/4/23,否
166992950792,2012/4/23,否
166999866343,2012/4/23,是
166999876418,2012/4/23,是
166412780908,2012/4/24,是
166412957510,2012/4/24,否
166423407483,2012/4/24,否
166423485030,2012/4/24,是
166434213010,2012/4/24,是
166434220572,2012/4/24,否
166437530832,2012/4/24,是
166450373471,2012/4/24,是
166450373483,2012/4/24,否
166450373504,2012/4/24,是
166450373531,2012/4/24,否
166450373547,2012/4/24,是
166450373571,2012/4/24,否
166450373574,2012/4/24,是
166450373637,2012/4/24,否
166450373648,2012/4/24,是
166450373715,2012/4/24,否
166450373729,2012/4/24,否
166450373735,2012/4/24,否
166450373769,2012/4/24,否
166450373779,2012/4/24,是
166450373911,2012/4/24,否
166450373939,2012/4/24,否
166450373959,2012/4/24,是
166450373964,2012/4/24,是
166450373982,2012/4/24,否
166450374002,2012/4/24,是
166450374033,2012/4/24,否
166450374040,2012/4/24,否
166450374059,2012/4/24,否
166450374068,2012/4/24,是
166450374069,2012/4/24,否
166450374071,2012/4/24,否
166450374086,2012/4/24,是
166450374105,2012/4/24,是
166450374113,2012/4/24,是
166450374150,2012/4/24,是
166450374155,2012/4/24,是
166450374174,2012/4/24,是
166450374187,2012/4/24,否
166450374196,2012/4/24,是
166450374211,2012/4/24,否
166450374284,2012/4/24,是
